song_name,link,lyrics
Cornelia Street,https://genius.com/Taylor-swift-cornelia-street-lyrics,"137 Contributors
Translations
Cornelia Street Lyrics
“Cornelia Street” focuses on the central role the Manhattan street played in Taylor’s memories of an early relationship. Taylor really did rent an apartment on the street in 2016 and 2017 while she was… Read More 
[Verse 1]
We were in the backseat
Drunk on something stronger than the drinks in the bar

""I rent a place on Cornelia Street""

I say casually in the car

We were a fresh page on the desk
Filling in the blanks as we go

As if the street lights pointed in an arrow head
Leading us home


[Chorus]
And I hope I never lose you, hope it never ends

I'd never walk Cornelia Street again

That's the kinda heartbreak time could never mend

I'd never walk Cornelia Street again

And baby, I get mystified by how this city screams your name

And baby, I'm so terrified of if you ever walk away

I'd never walk Cornelia Street again
I'd never walk Cornelia Street again


[Verse 2]
Windows flung right open, autumn air

Jacket 'round my shoulders is yours

We bless the rains on Cornelia Street

Memorize the creaks in the floor

Back when we were card sharks, playing games
I thought you were leading me on

I packed my bags, left Cornelia Street
Before you even knew I was gone


[Pre-Chorus]
But then you called, showed your hand

I turned around before I hit the tunnel

Sat on the roof, you and I


[Chorus]
I hope I never lose you, hope it never ends

I'd never walk Cornelia Street again

That's the kinda heartbreak time could never mend
I'd never walk Cornelia Street again

And baby, I get mystified by how this city screams your name (City screams your name)

And baby, I'm so terrified of if you ever walk away

I'd never walk Cornelia Street again
I'd never walk Cornelia Street again


[Bridge]

You hold my hand on the street
Walk me back to that apartment
Years ago, we were just inside

Barefoot in the kitchen

Sacred new beginnings
That became my religion, listen


[Chorus]
I hope I never lose you

I'd never walk Cornelia Street again

Oh, never again
And baby, I get mystified by how this city screams your name (City screams your name)

And baby, I'm so terrified of if you ever walk away

I'd never walk Cornelia Street again
I'd never walk Cornelia Street again



[Post-Chorus]
I don't wanna lose you (Hope it never ends)

I'd never walk Cornelia Street again

I don't wanna lose you (Yeah)


[Outro]
""I rent a place on Cornelia Street""
I say casually in the car"
the lakes,https://genius.com/Taylor-swift-the-lakes-lyrics,"148 Contributors
Translations
the lakes Lyrics
Per the unforeseen announcement of Taylor Swift’s eighth studio album “folklore” and the subsequent release of the album’s track list, “the lakes” is the featured bonus track on the eight physical deluxe… Read More 
[Verse 1]
Is it romantic how all my elegies eulogize me?

I'm not cut out for all these cynical clones
These hunters with cell phones


[Chorus]
Take me to the Lakes, where all the poets went to die

I don't belong and, my beloved, neither do you
Those Windermere peaks look like a perfect place to cry

I'm setting off, but not without my muse


[Verse 2]
What should be over, burrowed under my skin

In heart-stopping waves of hurt

I've come too far to watch some namedropping sleaze
Tell me what are my words worth


[Chorus]
Take me to the Lakes, where all the poets went to die

I don't belong and, my beloved, neither do you
Those Windermere peaks look like a perfect place to cry

I'm setting off, but not without my muse


[Bridge]
I want auroras and sad prose

I want to watch wisteria grow right over my bare feet

'Cause I haven't moved in years
And I want you right here
A red rose grew up out of ice frozen ground
With no one around to tweet it

While I bathe in cliffside pools
With my calamitous love and insurmountable grief


[Chorus]
Take me to the Lakes, where all the poets went to die

I don't belong and, my beloved, neither do you
Those Windermere peaks look like a perfect place to cry

I'm setting off, but not without my muse

No, not without you"
imgonnagetyouback,https://genius.com/Taylor-swift-imgonnagetyouback-lyrics,"117 Contributors
Translations
imgonnagetyouback Lyrics
In “imgonnagetyouback,” Taylor Swift describes a story about not knowing whether she wants an ex-lover back or revenge for what he did to her. It was the first surprise track released on the second side of… Read More 
[Intro]
Yeah

[Verse 1]
Lilac short skirt, the one that fits me like skin

Did your research, you knew the price goin' in

And I'll tell you one thing, honey
I can tell when somebody still wants me, come clean

Standin' at the bar like something's funny, bubbly
Once you fix your face, I'm goin' in (Yeah)


[Chorus]
Whether I'm gonna be your wife or
Gonna smash up your bike, I haven't decided yet

But I'm gonna get you back

Whether I'm gonna curse you out or
Take you back to my house, I haven't decidеd yet

But I'm gonna get you back

[Post-Chorus]
I, I hear thе whispers in your eyes
I'll make you wanna think twice
You'll find that you were never not mine
(You're mine)

[Verse 2]
Small talk, big love, act like I don't care what you did
I'm an Aston Martin that you steered straight into the ditch
Then ran and hid

And I'll tell you one thing, honey
I can take the upper hand and touch your body
Flip the script and leave you like a dumb house party

Or I might just love you 'til the end


[Chorus]
Whether I'm gonna be your wife or
Gonna smash up your bike, I haven't decided yet
But I'm gonna get you back

Whether I'm gonna flip you off or
Pull you into the closet, I haven't decided yet

But I'm gonna get you back


[Post-Chorus]
I, I hear the whispers in your eyes
I'll make you wanna think twice
You'll find that you were never not mine
(You're mine)


[Bridge]
I can feel it coming, humming in the way you move
Push the reset button, we're becomin' something new
Say you got somebody, I'll say I got someone too
Even if it's handcuffed, I'm leavin' here with you

Bygones will be bygone, eras fadin' into gray (Fading into gray)

We broke all the pieces, but still wanna play the game (Oh)

Told my friends I hate you, but I love you just the same
Pick your poison, babe, I'm poison either way


[Chorus]
Whether I'm gonna be your wife or
Gonna smash up your bike
, I haven't decided yet
But I'm gonna get you back
Whether I'm gonna curse you out or
Take you back to my house, I haven't decided yet
But I'm gonna get you back


[Post-Chorus]
I, I hear the whispers in your eyes
I'll make you wanna think twice
You'll find that you were never not mine

[Outro]
I'm gonna get you back"
Sweet Nothing,https://genius.com/Taylor-swift-sweet-nothing-lyrics,"127 Contributors
Translations
Sweet Nothing Lyrics
“Sweet Nothing,” the 12th track on Swift’s Midnights album, is a slow, soft love song which seems to reflect the concept of soft words exchanged between lovers that are often called “sweet nothings.” The… Read More 
[Verse 1]
I spy with my little tired eye

Tiny as a firefly

A pebble that we picked up last July
Down deep inside your pocket
We almost forgot it

Does it ever miss Wicklow sometimes?

Ooh, ooh

[Chorus]
They said the end is comin'
Everyone’s up to somethin'
I find myself runnin' home to your sweet nothings

Outside, they’re push and shovin'

You're in the kitchen hummin'

All that you ever wanted from me was sweet nothin'


[Verse 2]
On the way home
I wrote a poem

You say, ""What a mind""
This happens all the time

Ooh, ooh

[Chorus]
'Causе they said the end is comin'
Evеryone's up to somethin’
I find myself runnin’ home to your sweet nothings

Outside, they're push and shovin’

You're in the kitchen hummin'

All that you ever wanted from me was nothin'



[Bridge]
Industry disruptors and soul deconstructors
And smooth-talking hucksters out glad-handing each other
And the voices that implore, ""You should be doing more""
To you, I can admit that I’m just too soft for all of it
Ooh


[Chorus]
They said the end is comin'
Everyone's up to somethin'
I find myself runnin' home to your sweet nothings

Outside, they're push and shovin'

You're in the kitchen hummin'
All that you ever wanted from me was sweet nothin'

They said the end is comin' (They said the end is comin')
Everyone's up to somethin' (Everyone's up to somethin')
I find myself runnin' home to your sweet nothings

Outside, they're push and shovin' (Outside, they're push and shovin')

You're in the kitchen hummin' (You're in the kitchen hummin')

All that you ever wanted from me was sweet nothin'"
Bigger Than The Whole Sky,https://genius.com/Taylor-swift-bigger-than-the-whole-sky-lyrics,"90 Contributors
Translations
Bigger Than The Whole Sky Lyrics
“Bigger Than The Whole Sky” is the fifteenth track off Midnights (3am Edition) and the second bonus track on the album, which was surprise released at 3am, three hours after the original Midnights release. … Read More 
[Verse 1]
No words appear before me in the aftermath
Salt streams out my eyes and into my ears
Every single thing I touch becomes sick with sadness

'Cause it's all over now, all out to sea

[Chorus]
Goodbye, goodbye, goodbye
You were bigger than the whole sky

You were more than just a short time
And I've got a lot to pine about
I've got a lot to live without
I'm never gonna meet
What could've been, would've been
What should've been you
What could've been, would've been you


[Verse 2]
Did some bird flap its wings ovеr in Asia?

Did some force take you bеcause I didn't pray?

Every single thing to come has turned into ashes

'Cause it's all over, it's not meant to be
So I'll say words I don't believe

[Chorus]
Goodbye, goodbye, goodbye
You were bigger than the whole sky

You were more than just a short time
And I've got a lot to pine about
I've got a lot to live without
I'm never gonna meet
What could've been, would've been
What should've been you



[Bridge]
What could've been, would've been you
What could've been, would've been
What should've been you
What could've been, would've been you
(What could've been, would've been you)


[Chorus]
Goodbye, goodbye, goodbye
You were bigger than the whole sky

You were more than just a short time
And I've got a lot to pine about
I've got a lot to live without
I'm never gonna meet
What could've been, would've been
What should've been you"
I Can See You (Taylor’s Version) [From The Vault],https://genius.com/Taylor-swift-i-can-see-you-taylors-version-from-the-vault-lyrics,"128 Contributors
Translations
I Can See You (Taylor’s Version) [From The Vault] Lyrics
“I Can See You” shows Swift seductively addressing her potential lover. Ensnared with a sexual atmosphere, she continuously challenges and invites her partner to explore their newfound relationship, both… Read More 
[Intro]

I-I-I-I

[Verse 1]
You brush past me in the hallway
And you don't think I, I, I can see ya, do ya?

I’ve been watchin' you for ages
And I spend my time tryin' not to feel it

[Pre-Chorus]
But what would you do if I went to touch you now?
What would you do if they never found us out?

What would you do if we never made a sound?

[Chorus]
’Cause I can see you waitin' down the hall from me
And I could see you up against the wall with me
And what would you do? Baby, if you only knew
That I can see you

[Post-Chorus]

I-I-I-I

[Verse 2]
And we kept everything professional
But something's changed, it's somethin' I, I like
They keep watchful eyes on us
So it's best that we move fast and keep quiet

You won't believe half the things I see inside my head
Wait 'til you see half the things that haven’t happened yet



[Pre-Chorus]
But what would you do if I went to touch you now?
What would you do if they never found us out?
What would you do if we never made a sound?

[Chorus]
’Cause I can see you waitin' down the hall from me
And I could see you up against the wall with me
And what would you do? Baby, if you only knew, oh, oh, oh
That I could see you throw your jacket on the floor
I could see you make me want you even more
What would you do? Baby, if you only knew
That I can see you

[Post-Chorus]

I-I-I-I

[Bridge]

I can see you in your suit and your necktie
Passed me a note sayin’, ""Meet me tonight""

Then we kiss and you know I won't ever tell, yeah

And I could see you being my addiction
You can see me as a secret mission

Hide away and I will start behaving myself

[Pre-Chorus]

I-I-I-I
Oh-oh, oh, oh


[Chorus]
I can see you waitin' down the hall from me
And I could see you up against the wall with me
And what would you do? Baby, if you only knew, oh
That I could see you throw your jacket on the floor
I could see you make me want you even more
What would you do? Baby, if you only knew
That I can see you, oh, I can see you

[Outro]
Oh, I see you, I see you, baby
I see you
(I-I-I-I) I see you, I see you, baby
Oh, baby"
cowboy like me,https://genius.com/Taylor-swift-cowboy-like-me-lyrics,"163 Contributors
Translations
cowboy like me Lyrics
“cowboy like me” is the 11th track on Taylor Swift’s ninth studio album, evermore. It is a country song reminiscent of Taylor’s early days. It tells the story of two swindlers who fall in love through a… Read More 
[Verse 1]
And the tennis court was covered up
With some tent-like thing

And you asked me to dance
But I said, ""Dancin' is a dangerous game""

Oh, I thought
This is gonna be one of those things
Now I know
I'm never gonna love again

[Refrain]
I've got some tricks up my sleeve
Takes one to know one
You're a cowboy like me


[Verse 2]
Never wanted love
Just a fancy car

Now I'm waiting by the phone
Like I'm sitting in an airport bar


[Refrain]

You had some tricks up your sleeve
Takes one to know one
You're a cowboy like me



[Chorus]
Perched in the dark
Tellin' all the rich folks anything they wanna hear

Like it could be love
I could be the way forward
Only if they pay for it
You're a bandit like me
Eyes full of stars

Hustling for the good life, never thought I'd meet you here
It could be love
We could be the way forward
And I know I'll pay for it


[Chorus]
You're a cowboy like me

Perched in the dark

Tellin' all the rich folks anything they wanna hear
Like it could be love
I could be the way forward
Only if they pay for it
You're a bandit like me

Eyes full of stars

Hustlin' for the good life, never thought I'd meet you here
It could be love
We could be the way forward
And I know I'll pay for it



[Bridge]
And the skeletons in both our closets
Plotted hard to fuck this up

And the old men that I've swindled
Really did believe I was the one

And the ladies lunchin' have their stories about
When you passed through town

Oh, but that was all before I locked it down


[Verse 3]
Now you hang from my lips
Like the Gardens of Babylon

With your boots beneath my bed

Forever is the sweetest con


[Refrain]
I've had some tricks up my sleeve
Takes one to know one
You're a cowboy like me


[Outro]
And I'm never gonna love again
I'm never gonna love again
I'm never gonna love again"
Bad Blood,https://genius.com/Taylor-swift-bad-blood-lyrics,"112 Contributors
Translations
Bad Blood Lyrics
As Swift said in her Rolling Stone interview: For years, I was never sure if we were friends or not. She would come up to me at awards shows and say something and walk away, and I would think, ‘Are we… Read More 
[Chorus]
'Cause, baby, now we got bad blood

You know it used to be mad love

So take a look what you've done
'Cause, baby, now we got bad blood, hey

Now we got problems
And I don't think we can solve 'em
You made a really deep cut
And, baby, now we got bad blood, hey


[Verse 1]
Did you have to do this?
I was thinking that you could be trusted
Did you have to ruin
What was shiny? Now it's all rusted

Did you have to hit me
Where I'm weak? Baby, I couldn't breathe
And rub it in so deep
Salt in the wound like you're laughin' right at me


[Pre-Chorus]
Oh, it's so sad to
Think about the good times
You and I

[Chorus]
'Cause, baby, now we got bad blood

You know it used to be mad love

So take a look what you've done
'Cause, baby, now we got bad blood, hey

Now we got problems
And I don't think we can solve 'em
You made a really deep cut
And, baby, now we got bad blood, hey



[Verse 2]
Did you think we'd be fine?
Still got scars on my back from your knife
So don't think it's in the past
These kinda wounds, they last and they last

Now, did you think it all through?
All these things will catch up to you

And time can heal, but this won't

So if you're comin' my way, just don't

[Pre-Chorus]
Oh, it's so sad to
Think about the good times
You and I


[Chorus]
'Cause, baby, now we got bad blood

You know it used to be mad love

So take a look what you've done
'Cause, baby, now we've got bad blood, hey

Now we got problems
And I don't think we can solve 'em
You made a really deep cut
And, baby, now we've got bad blood, hey


[Bridge]
Band-Aids don't fix bullet holes
You say sorry just for show
If you live like that, you live with ghosts
Band-Aids don't fix bullet holes (Hey)
You say sorry just for show (Hey)
If you live like that, you live with ghosts (Hey), mmm
If you love like that, blood runs cold



[Chorus]
'Cause, baby, now we got bad blood

You know it used to be mad love

So take a look what you've done
'Cause, baby, now we got bad blood, hey (Bad blood)

Now we got problems
And I don't think we can solve 'em (Don't think we can solve 'em)
You made a really deep cut
And, baby, now we got bad blood, hey ('Cause now we got bad blood)

'Cause, baby, now we got bad blood

You know it used to be mad love

So take a look what you've done (Look what you've done)
'Cause, baby, now we got bad blood, hey (Ooh, woah)

Now we got problems
And I don't think we can solve 'em
You made a really deep cut
And, baby, now we got bad blood, hey"
Cassandra,https://genius.com/Taylor-swift-cassandra-lyrics,"128 Contributors
Translations
Cassandra Lyrics
[Verse 1]
I was in my new house placing daydreams
Patching up the crack along the wall
I pass it and lose track of what I'm saying

'Cause that's where I was when I got the call


[Pre-Chorus]
When the first stone's thrown, there's screamin'

In the streets, there's a raging riot

When it's ""Burn the bitch,"" they're shrieking

When the truth comes out, it's quiet


[Chorus]
So, they killed Cassandra first 'cause she feared the worst

And tried to tell the town

So they filled my cell with snakes, I regret to say

Do you believe me now?


[Verse 2]
I was in my tower weaving nightmares

Twisting all my smiles into snarls

They say, ""What doesn't kill you makes you aware""

What happens if it becomes who you are?


[Chorus]
So, they killed Cassandra first 'cause she feared the worst

And tried to tell the town

So they set my life in flames, I regret to say

Do you believe me now?


[Bridge]

They knew, they knew, they knew the whole time
That I was onto somethin'

The family, the pure greed, the Christian chorus line

They all said nothin'

Blood's thick, but nothin' like a payroll

Bet they never spared a prayer for my soul

You can mark my words that I said it first

In a mourning warning, no one heard


[Verse 3]
I patched up the crack along the wall
I pass it and lose track of what I'm saying

'Cause that's where I was when I lost it all


[Chorus]
So, they killed Cassandra first 'cause she feared the worst

And tried to tell the town

So they filled my cell with snakes, I regret to say

Do you believe me now?


[Post-Chorus]
Ah, ah, ah
I was onto somethin'

Ah, ah
They all said nothin'
Blood's thick but nothin' like a payroll

Bet they never spared a prayer for my soul

You can mark my words that I said it first
In a mourning warning, no one heard
No one heard, not a single word was heard



[Outro]
When the first stone's thrown, there's screamin'

In the streets, there's a raging riot
When it's ""Burn the bitch,"" they're shrieking

When the truth comes out, it's quiet
It's so quiet"
us.,https://genius.com/Gracie-abrams-us-lyrics,"101 Contributors
Translations
us. Lyrics
“us.” explores the aftermath of a broken relationship, filled with regret and longing. Abrams and Swift reflect on the intense connection they had with their exes, questioning if their exes miss the… Read More 
[Verse 1: Gracie Abrams]
I know you know
It felt just like a joke

I show, you don't

And now we're talkin'
I know your ghost
I see her through the smoke
She'll play her show
And you'll be watchin'


[Pre-Chorus: Gracie Abrams]
And if history's clear, someone always ends up in ruins

And what seemed like fate becomes ""What the hell was I doin'?""

Babylon lovers hangin' lifetimes on a vine (Ooh)

Do you miss mine?


[Chorus: Gracie Abrams & Taylor Swift]
Do you miss us, us?
I felt it, you held it, do you miss us, us?

Wonder if you regret the secret of us, us

Us (Us), us (Us), us (Us)

[Verse 2: Gracie Abrams, Gracie Abrams & Taylor Swift]
I know you know
It felt like somethin' old
It felt like somethin' holy, like souls bleedin', so

It fеlt like what I've known
You're twеnty-nine years old

So how can you be cold when I open my home?



[Pre-Chorus: Taylor Swift, Gracie Abrams & Taylor Swift]
And if history's clear, the flames always end up in ashes

And what seemed like fate, give it ten months and you'll be past it (You'll be past it)

Babylon lovers hangin' missed calls on the line

I gave you mine

[Chorus: Gracie Abrams & Taylor Swift]
Did you mind us, us?
I felt it, you held it, do you miss us, us?

Wonder if you regret the secret of us, us
Us (Us), us (Us), us (Us)

[Bridge: Gracie Abrams & Taylor Swift]
That night, you were talkin' false prophets and profits

They make in the margins of poetry sonnets

You never read up on it, shame, could've learned somethin'

Robert Bly on my nightstand, gifts from you, how ironic

The curse or a miracle, hearse or an oracle

You're incomparable, fuck, it was chemical

You (You) plus (Plus) me (Me) was

[Chorus: Gracie Abrams & Taylor Swift, Gracie Abrams]
Us, us, us
I felt it, you held it, do you miss us, us?

Wonder if you regret the secret of us, us
Mistaken for strangers the way it was, was

The pain of, the reign of, the flame of us, us

The outline, well, some times, do you miss us, us?
The best kind, well, sometimes, do you miss us?"
’tis the damn season,https://genius.com/Taylor-swift-tis-the-damn-season-lyrics,"145 Contributors
Translations
’tis the damn season Lyrics
“‘tis the damn season” is the fourth track on evermore, and marks the first time that Taylor Swift has cursed in a song title. In the liner notes of the album, Swift wrote that one of the song storylines on… Read More 
[Verse 1]
If I wanted to know who you were hanging with
While I was gone, I would've asked you

It's the kind of cold, fogs up windshield glass
But I felt it when I passed you
There's an ache in you, put there by the ache in me
But if it's all the same to you
It's the same to me

[Chorus]
So we could call it even
You could call me ""babe"" for the weekend

​'Tis the damn season
, write this down

I'm stayin' at my parents' house
And the road not taken looks real good now

And it always leads to you and my hometown


[Verse 2]
I parkеd my car right between the Methodist
And thе school that used to be ours

The holidays linger like bad perfume

You can run, but only so far
I escaped it too, remember how you watched me leave
But if it's okay with you, it's okay with me

[Chorus]
We could call it even
You could call me ""babe"" for the weekend
​'Tis the damn season, write this down

I'm stayin' at my parents' house
And the road not taken looks real good now

Time flies, messy as the mud on your truck tires

Now I'm missing your smile, hear me out
We could just ride around

And the road not taken looks real good now

And it always leads to you and my hometown


[Bridge]
Sleep in half the day just for old times' sake

I won't ask you to wait if you don't ask me to stay
So I'll go back to L.A. and the so-called friends

Who'll write books about me if I ever make it

And wonder about the only soul
Who can tell which smiles I'm fakin'
And the heart I know I'm breakin' is my own

To leave the warmest bed I've ever known

We could call it even
Even though I'm leaving
And I'll be yours for the weekend
​'Tis the damn season

[Chorus]
We could call it even
You could call me ""babe"" for the weekend
​'Tis the damn season, write this down

I'm stayin' at my parents' house
And the road not taken looks real good now

Time flies, messy as the mud on your truck tires
Now I'm missing your smile, hear me out
We could just ride around
And the road not taken looks real good now

And it always leads to you and my hometown


[Outro]
It always leads to you and my hometown"
All Of The Girls You Loved Before,https://genius.com/Taylor-swift-all-of-the-girls-you-loved-before-lyrics,"132 Contributors
Translations
All Of The Girls You Loved Before Lyrics
“All Of The Girls You Loved Before” is a song by Taylor Swift, intended for her seventh studio album, Lover (2019), but was not included on the final tracklist for unknown reasons. Snippets of the song… Read More 
[Verse 1]
When you think of all the late nights
Lame fights over the phone

Wake up in the mornin' with someone
But feelin' alone

[Refrain]
A heart is drawn around your name
In someone's handwriting, not mine

Sneakin' out into town
Holdin' hands, just killin' time

[Pre-Chorus]
Your past and mine are parallel lines

Stars all aligned and they intertwined

And taught you
The way you call me ""baby""

Treat me like a lady
All that I can say is

[Chorus]
All of the girls you loved before (Ooh)

Made you the one I've fallen for
Every dead-end street led you straight to me

Now you're all I need, I'm so thankful for

All of the girls you loved before

But I love you more


[Verse 2]
When I think of all the makeup
Fake love out on the town (Ooh)
Cryin' in the bathroom for some dude
Whose name I cannot remember now


[Refrain]
Secret jokes all alone
No one's home, sixteen and wild (Ooh)
Breakin' up, makin' up
Leave without sayin' goodbye (Ooh)

[Pre-Chorus]
And just know that
It's everything that made me

Now I call you ""baby""
It's why you're so amazing

[Chorus]
All of the girls you loved before (Ooh)

Made you the one I've fallen for
Every dead-end street led you straight to me

Now you're all I need, I'm so thankful for

All of the girls you loved before

But I love you more


[Bridge]
Your mother brought you up loyal and kind
Teenage love taught you there's good in goodbye
Every woman that you knew brought you here

I wanna teach you how forever feels

[Chorus]
Like the girls you loved before (Ooh)

Made you the one I've fallen for
Every dead-end street (Dead-end street) led you straight to me (Straight to me)

Now you're all I need (All I need), I'm so thankful for

All of the girls you loved before

But I love you more

[Outro]
(I love you more)
(I love you more)"
New Year’s Day,https://genius.com/Taylor-swift-new-years-day-lyrics,"119 Contributors
Translations
New Year’s Day Lyrics
The closing track on reputation uses a New Year’s party as a metaphor to discuss holding on to people and memories from both good and bad times. Taylor recognizes that when the ‘parties’ in her life are over… Read More 
[Verse 1]
There's glitter on the floor after the party
Girls carryin’ their shoes down in the lobby
Candle wax and Polaroids on the hardwood floor

You and me from the night before, but

[Chorus]
Don't read the last page
But I stay when you're lost and I’m scared and you're turnin' away
I want your midnights
But I'll be cleanin' up bottles with you on New Year's Day


[Verse 2]
You squeeze my hand three times in the back of the taxi
I can tell that it's gonna be a long road

I'll be there if you’re the toast of the town, babe
Or if you strike out and you’re crawlin' home


[Chorus]
Don’t read the last page
But I stay when it's hard or it's wrong or we're makin’ mistakes
I want your midnights
But I'll be cleanin' up bottles with you on New Year's Day


[Refrain]
Hold on to the memories, they will hold on to you
Hold on to the memories, they will hold on to you
Hold on to the memories, they will hold on to you
And I will hold on to you



[Bridge]
Please, don't ever become a stranger
Whose laugh I could recognize anywhere
Please, don't ever become a stranger
Whose laugh I could recognize anywhere


[Verse 3]
There's glitter on the floor after the party
Girls carryin' their shoes down in the lobby
Candle wax and Polaroids on the hardwood floor

You and me forevermore


[Chorus]
Don't read the last page
But I stay when it's hard or it's wrong or we're makin' mistakes
I want your midnights
But I'll be cleanin' up bottles with you on New Year's Day


[Refrain]
Hold on to the memories, they will hold on to you
Hold on to the memories, they will hold on to you
Hold on to the memories, they will hold on to you
And I will hold on to you (Hold on)


[Outro]
Please, don't ever become a stranger
(To the memories, they will hold on to you)
Whose laugh I could recognize anywhere
(Hold on to the memories, they will hold on to you)
Please, don't ever become a stranger
(Hold on to the memories, they will hold on to you)
Whose laugh I could recognize anywhere
(And I will hold on to you)"
The Albatross,https://genius.com/Taylor-swift-the-albatross-lyrics,"84 Contributors
Translations
The Albatross Lyrics
“The Albatross” is a bonus track from Swift’s 11th studio album, The Tortured Poets Department. The track was announced on February 23, 2024, while she was performing in Sydney, Australia, for The Eras Tour. … Read More 
[Verse 1]
Wise men once said
""Wild winds are death to the candle""

A rose by any other name is a scandal

Cautions issued, he stood
Shooting the messengers

They tried to warn him about her

[Chorus]
Cross your thoughtless heart
Only liquor anoints you

She's the albatross
She is here to destroy you


[Verse 2]
Wise men once said
""One bad seed kills the garden""
""One less temptress, one less dagger to sharpen""

Locked me up in towers

But I'd visit in your dreams
And they tried to warn you about me

[Chorus]
Cross your thoughtless heart
Only liquor anoints you

She's the albatross

She is here to destroy you
Devils that you know
Raise worse hell than a stranger

She's the death you chose
You're in terrible danger



[Bridge]
And when that sky rains fire on you

And you're persona non grata

I'll tell you how I've been there too
And that none of it matters


[Verse 3]
Wise men once read fake news
And they believed it

Jackals raised their hackles

You couldn't conceive it
You were sleeping soundly
When they dragged you from your bed
And I tried to warn you about them

[Chorus]
So I crossed my thoughtless heart
Spread my wings like a parachute
I'm the albatross
I swept in at the rescue

The devil that you know
Looks now more like an angel

I'm the life you chose
And all this terrible danger
(This terrible danger)


[Outro]
So cross your thoughtless heart
She's the albatross
She is here to destroy you"
Clean,https://genius.com/Taylor-swift-clean-lyrics,"112 Contributors
Translations
Clean Lyrics
In an interview with Elle magazine, Taylor said the following about “Clean”: “Clean” I wrote as I was walking out of Liberty in London. Someone I used to date— it hit me that I’d been in the same city as him… Read More 
[Verse 1]
The drought was the very worst, ah-ah, ah-ah
When the flowers that we'd grown together died of thirst

It was months and months of back and forth, ah-ah, ah-ah
You're still all over me like a wine-stained dress I can't wear anymore


[Pre-Chorus]
Hung my head as I lost the war

And the sky turned black like a perfect storm


[Chorus]
The rain came pouring down
When I was drownin', that's when I could finally breathe

And by mornin'
Gone was any trace of you, I think I am finally clean


[Verse 2]
There was nothin' left to do, ah-ah, ah-ah
When the butterflies turned to dust that covered my whole room

So I punched a hole in the roof, ah-ah, ah-ah
Let the flood carry away all my pictures of you


[Pre-Chorus]
The water filled my lungs, I screamed so loud
But no one heard a thing



[Chorus]
The rain came pouring down
When I was drownin', that's when I could finally breathe

And by mornin'
Gone was any trace of you, I think I am finally clean

[Post-Chorus]
I think I am finally clean
Ah-ah-ah-ah-ah
Said, I think I am finally clean
Ah-ah-ah-ah

[Bridge]
Ten months sober, I must admit
Just because you're clean, don't mean you don't miss it
Ten months older, I won't give in
Now that I'm clean, I'm never gonna risk it

The drought was the very worst, ah-ah, ah-ah
When the flowers that we'd grown together died of thirst (Oh)


[Chorus]

The rain came pouring down
When I was drownin', that's when I could finally breathe

And by mornin'
Gone was any trace of you, I think I am finally clean
The rain came pouring down
When I was drownin', that's when I could finally breathe

And by mornin'
Gone was any trace of you, I think I am finally clean


[Outro]
Finally clean
Think I'm finally clean
Ah-ah, ah-ah
Think I'm finally clean"
London Boy,https://genius.com/Taylor-swift-london-boy-lyrics,"122 Contributors
Translations
London Boy Lyrics
“London Boy” is most likely an ode to Swift’s boyfriend as of the song’s release, British actor Joe Alwyn. Other songs on the album, including the title track, are assumed to be about their relationship. … Read More 
[Intro: Idris Elba & James Corden]
We can go drivin' in, on my scooter
Uh, you know, just 'round London (Oh, I'd—)


[Verse 1]
I love my hometown as much as Motown, I love SoCal

And you know I love Springsteen, faded blue jeans, Tennessee whiskey

But somethin' happened, I heard him laughin'
I saw the dimples first and then I heard the accent


[Pre-Chorus]
They say, ""Home is where the heart is""
But that's not where mine lives

[Chorus]
You know I love a London boy

I enjoy walkin' Camden Market in the afternoon

He likes my American smile, like a child when our eyes meet

Darling, I fancy you

Took me back to Highgate, met all of his best mates

So I guess all the rumors are true
You know I love a London boy

Boy, I fancy you (Ooh)


[Verse 2]
And now I love high tea, stories from Uni' and the West End

You can find me in the pub, we are watchin' rugby with his school friends

Show me a gray sky, a rainy cab ride

Babes, don't threaten me with a good time



[Pre-Chorus]
They say, ""Home is where the heart is""
But, God, I love the English


[Chorus]
You know I love a London boy

I enjoy nights in Brixton, Shoreditch in the afternoon

He likes my American smile, like a child when our eyes meet

Darling, I fancy you

Took me back to Highgate, met all of his best mates
So I guess all the rumors are true
You know I love a London boy

Boy, I fancy you

[Bridge]
So please show me Hackney
Doesn't have to be Louis V up on Bond Street

Just wanna be with you
Wanna be with you
Stick with me, I'm your queen
Like a Tennessee Stella McCartney on the Heath

Just wanna be with you (Wanna be with you)
Wanna be with you, oh, woah

[Chorus]
You know I love a London boy

I enjoy walkin' Soho, drinkin' in the afternoon (Yeah)

He likes my American smile, like a child when our eyes meet
Darling, I fancy you (You)

Took me back to Highgate, met all of his best mates
So I guess all the rumors are true (Yeah)
You know I love a London boy (Oh)

Boy (Oh), I fancy you (I fancy you; ooh)



[Outro]
So please show me Hackney
Doesn't have to be Louis V up on Bond Street

Just wanna be with you (Ooh)
I, oh, I, I fancy you, oh, woah-ah-ah (Ooh)

Stick with me, I'm your queen
Like a Tennessee Stella McCartney on the Heath

Just wanna be with you (Ooh), wanna be with you
I fancy you (Yeah), I fancy you, ah-ah (Ooh)"
